2.1,1420070400
2.135,1420070460
2.19,1420070520
2.285,1420070580
2.44,1420070640
2.62,1420070700
2.805,1420070760
3.045,1420070820
3.365,1420070880
3.695,1420070940
3.97,1420071000
4.24,1420071060
4.53,1420071120
4.8,1420071180
5.025,1420071240
5.215,1420071300
5.4,1420071360
5.575,1420071420
5.715,1420071480
5.795,1420071540
5.865,1420071600
5.925,1420071660
5.98,1420071720
6.02,1420071780
6.06,1420071840
6.08,1420071900
6.145,1420071960
6.18,1420072020
6.22,1420072080
6.275,1420072140
6.32,1420072200
6.355,1420072260
6.38,1420072320
6.45,1420072380
6.49,1420072440
6.53,1420072500
6.575,1420072560
6.645,1420072620
6.7,1420072680
6.735,1420072740
6.78,1420072800
6.835,1420072860
6.885,1420072920
6.92,1420072980
6.945,1420073040
6.985,1420073100
7.01,1420073160
7.035,1420073220
7.05,1420073280
7.065,1420073340
7.07,1420073400
7.085,1420073460
7.065,1420073520
7.045,1420073580
7.03,1420073640
6.995,1420073700
6.94,1420073760
6.885,1420073820
6.835,1420073880
6.775,1420073940
6.69,1420074000
6.6,1420074060
6.535,1420074120
6.455,1420074180
6.36,1420074240
6.27,1420074300
6.195,1420074360
6.115,1420074420
6.03,1420074480
5.945,1420074540
5.88,1420074600
5.815,1420074660
5.75,1420074720
5.68,1420074780
5.625,1420074840
5.61,1420074900
5.54,1420074960
5.49,1420075020
5.45,1420075080
5.425,1420075140
5.385,1420075200
5.34,1420075260
5.31,1420075320
5.3,1420075380
5.29,1420075440
5.265,1420075500
5.235,1420075560
5.23,1420075620
5.225,1420075680
5.205,1420075740
5.195,1420075800
5.18,1420075860
5.19,1420075920
5.175,1420075980
5.155,1420076040
5.145,1420076100
5.17,1420076160
5.165,1420076220
5.15,1420076280
5.15,1420076340
5.15,1420076400
5.145,1420076460
5.145,1420076520
5.14,1420076580
5.15,1420076640
5.145,1420076700
5.145,1420076760
5.13,1420076820
5.15,1420076880
5.155,1420076940
5.15,1420077000
5.14,1420077060
5.16,1420077120
5.155,1420077180
5.155,1420077240
5.14,1420077300
5.14,1420077360
5.15,1420077420
5.15,1420077480
5.14,1420077540
5.13,1420077600
5.14,1420077660
5.145,1420077720
5.115,1420077780
5.12,1420077840
5.125,1420077900
5.12,1420077960
5.095,1420078020
5.095,1420078080
5.095,1420078140
5.105,1420078200
5.085,1420078260
5.08,1420078320
5.085,1420078380
5.085,1420078440
5.065,1420078500
5.05,1420078560
5.065,1420078620
5.07,1420078680
5.055,1420078740
5.03,1420078800
5.035,1420078860
5.04,1420078920
5.03,1420078980
5.01,1420079040
5.015,1420079100
5.02,1420079160
5.015,1420079220
5.015,1420079280
5,1420079340
5.005,1420079400
5.02,1420079460
5.01,1420079520
4.98,1420079580
5.005,1420079640
5,1420079700
5,1420079760
4.99,1420079820
5,1420079880
5.01,1420079940
5.02,1420080000
5.01,1420080060
5.03,1420080120
5.035,1420080180
5.025,1420080240
5.02,1420080300
5.04,1420080360
5.04,1420080420
5.04,1420080480
5.025,1420080540
5.02,1420080600
5.015,1420080660
4.99,1420080720
4.985,1420080780
4.96,1420080840
4.965,1420080900
4.965,1420080960
4.94,1420081020
4.935,1420081080
4.935,1420081140
4.93,1420081200
4.93,1420081260
4.93,1420081320
5.02,1420081380
5.275,1420081440
5.805,1420081500
5.94,1420081560
5.585,1420081620
5.39,1420081680
5.32,1420081740
5.25,1420081800
5.21,1420081860
5.135,1420081920
4.975,1420081980
4.715,1420082040
4.39,1420082100
4.055,1420082160
3.69,1420082220
3.325,1420082280
3.055,1420082340
2.99,1420082400
2.74,1420082460
2.615,1420082520
2.47,1420082580
2.35,1420082640
2.26,1420082700
2.205,1420082760
2.15,1420082820
2.105,1420082880
2.08,1420082940
2.06,1420083000
2.05,1420083060
2.06,1420083120
2.075,1420083180
2.085,1420083240
2.13,1420083300
2.225,1420083360
2.37,1420083420
2.53,1420083480
2.715,1420083540
2.975,1420083600
3.315,1420083660
3.65,1420083720
3.96,1420083780
4.275,1420083840
4.37,1420083900
4.825,1420083960
5.04,1420084020
5.245,1420084080
5.435,1420084140
5.59,1420084200
5.7,1420084260
